Year,Company name,Reporting on a Mandatory Basis, Number of single use plastic bags issued , Gross proceeds of charge (£) ,VAT (£),Costs deducted (£), Cost of changing till systems (£),Cost of staff communications (£),Cost of customer communications (£),Cost of obtaining advice on charge (£),Cost of administering donations (£),Other costs associated with implementing charge (£), Description of other costs, Net proceeds  (£) (Gross less VAT and costs) ,Use of net proceeds,Other use of net proceeds,Amount donated to good causes (£),Good causes in receipt of proceed donation,Number of paper bags issued,Number of bags for life issued,Number of fabric bags issued,Number of other bags issued,Any other information
2016-17,Leonard F Jollyes (B.P) Ltd,:,"228,357","11,417.85","1,902.98",No costs deducted from proceeds,0,0,0,0,0,0, ,"9,514.87",Donated, ,"10,000.00","Charity/Voluntary,Local causes chosen by customers or staff",:,:,:,:,"The donation was split between three charity organisations, which were chosen by  customers. The charities were: Support Dogs, Guide Dogs, Cats Protection"
2016-17,Lidl UK GmbH,:,"53,060,333","2,653,017.00","442,169.00",No costs deducted from proceeds,0,0,0,0,0,0, ,"2,210,848.00","Donated,Retained by your company / organisation", ,0, : ,:,:,:,:,A significant proportion of the proceeds from single-use carrier bag sales have been donated to Lidl UK's national charity partners and Keep Britain Tidy.
2016-17,Lincolnshire Cooperative Ltd,:,"3,568,108","178,405.00","29,734.00",No costs deducted from proceeds,0,0,0,0,0,0, ,"148,671.00",Donated, ,"148,671.00",Local causes chosen by customers or staff,:,"441,188",:,:,"Lincolnshire bag for life -421,876
CP bag for life- 575
CP fairtrade cotton bag- 272
COOP handy shopper- 16
Lincolnshire Fold bag- 9715 
Lincolnshire large shopper- 7633
Lincolnshire wine carrier- 1101
"
2016-17,Lloyds Pharmacy Ltd,:,"848,387","42,419.35","8,483.87",No costs deducted from proceeds,0,0,0,0,0,0, ,"33,935.48",Donated, ,"33,935.00",Charity/Voluntary,:,:,:,:, Paper bags are not counted- predominantly used for prescription medicines. No bags for life sold.  4p per bag donated to charity partner. 
2016-17,Longleat Enterprises Limited,:,"34,464","1,723.20",287.2,No costs deducted from proceeds,0,0,0,0,0,0, ,"1,436.00",Donated, ,"1,436.00",Local causes chosen by customers or staff,:,:,:,:,
2016-17,Loros Enterprises Ltd,:,"4,609",230.45,38.41,No costs deducted from proceeds,0,0,0,0,0,0, ,192.04,Retained by your company / organisation, ,0,,:,:,:,:," LOROS Enterprises is a subsidiary of LOROS (Charity Ref 506120), any profits from sales are transferred to LOROS at year end."
2016-17,Loughborough Students Union,:,"98,350","4,917.00",820,No costs deducted from proceeds,0,0,0,0,0,0, ,"4,097.00",Retained by your company / organisation, ,0,,:,:,:,:, 
2016-17,Machine Mart Ltd,:,"14,070",703.5,140.7,No costs deducted from proceeds,0,0,0,0,0,0,,562.8,Retained,,0,,:,:,:,:,
2016-17,Mackays Stores Ltd,:,"1,728,908","86,445.40","14,407.57",No costs deducted from proceeds,0,0,0,0,0,0, ,"72,037.83",Donated, ,"72,038.00",Charity/Voluntary,"1,728,908",:,:,:,
2016-17,Majestic Wine Warehouses Ltd,:,"38,469","1,938.10",387.62,No costs deducted from proceeds,0,0,0,0,0,0, ,"1,550.48",Donated, ,0, : ,:,:,:,:, 
2016-17,Maplin Electronics Ltd,:,"376,832","18,841.60","3,140.27",No costs deducted from proceeds,0,0,0,0,0,0, ,"15,701.33",Donated, ,"15,701.00",Charity/Voluntary,:,:,:,:, 
2016-17,Marie Curie,:,"283,213","19,362.80","3,211.61",No costs deducted from proceeds,0,0,0,0,0,0, ,"16,151.19",Retained by your company / organisation, ,0,,:,"20,374",:,:, 
2016-17,Marks and Spencer Group plc,:,"92,503,288","4,625,164.00","770,861.00",No costs deducted from proceeds,0,0,0,0,0,0, ,"3,854,303.00",Donated, ,"3,854,303.00","Environment,Health,Charity/Voluntary",:,:,:,:," Donated to a range of M&S charity partnerships on health, environment and international poverty. Data from tillpoint scanning."
2016-17,Max Spielmann Limited,:,"181,077","9,053.85","1,508.98",No costs deducted from proceeds,0,0,0,0,0,0,,"7,544.87",Donated,,"7,544.87",Charity/Voluntary,:,:,:,:,
2016-17,McColls Retail Group,:,"9,359,895","467,994.75","77,999.13",No costs deducted from proceeds,0,0,0,0,0,0, ,"389,995.62",Donated, ,0, : ,:,:,:,:, 
2016-17,Menkind Limited,:,"543,470","27,043.88","4,489.54",No costs deducted from proceeds,0,0,0,0,0,0, ,"22,554.34",Donated, ,0, : ,:,:,:,:, 
2016-17,Mercedes-Benz Cars UK Limited,:,40,2,0,No costs deducted from proceeds,0,0,0,0,0,0, ,2,Donated, Donated to charity we support.,2,Health,:,:,:,:,
2016-17,Mercedes-Benz Retail Group UK Limited,:,577,28.85,5.77,No costs deducted from proceeds,0,0,0,0,0,0, ,23.08,Donated, ,23,Health,:,:,:,:, Proceeds donated to Alzheimers Society
2016-17,Merlin Entertainments Ltd,:,"489,618","24,481.00","4,080.20",No costs deducted from proceeds,0,0,0,0,0,0, ,"20,400.80",Donated, ,"20,401.00","Education,Environment,Charity/Voluntary",:,:,:,:, 
2016-17,Merseytravel,:,316,15.8,2.63,No costs deducted from proceeds,0,0,0,0,0,0, ,13.17,Retained by your company / organisation, ,0,,:,:,:,:, 
2016-17,Michael Abakhan Limited,:,"12,869",643,107,No costs deducted from proceeds,0,0,0,0,0,0,,536,Donated,,536,Charity/Voluntary,:,:,:,:,
2016-17,Minds Matter (TA) Ltd,:,"124,683","6,234.15","1,039.03",No costs deducted from proceeds,0,0,0,0,0,0, ,"5,195.12",Donated, ,"6,234.00",Health,:,:,:,:, 
2016-17,MNG MANGO UK LIMITED,:,"8,059",387,64,No costs deducted from proceeds,0,0,0,0,0,0, ,323,Donated, ,323,Health,:,:,:,:, 
2016-17,MONDELEZ EUROPE SERVICES GMBH - UK BRANCH,:,"158,860","7,943.00","2,601.20",No costs deducted from proceeds,0,0,0,0,0,0,,"5,341.80",Donated,,"5,341.80",Charity/Voluntary,:,:,:,:,
2016-17,Morleys Department Stores Ltd,:,"493,339","24,666.95","4,165.80",150,0,0,0,0,0,150, Accounts/Admin/Administering Donation,"20,351.15",Donated, ,"20,351.00",Charity/Voluntary,"18,000",:,:,:,"Net proceeds will be donated to Honeypot Childrens Charity together with stores collections. Company also uses small paper bags for accessories.

"
2016-17,Moss Bros Group PLC,:,"59,580","2,979.00",496.5,No costs deducted from proceeds,0,0,0,0,0,0, ,"2,482.50",Donated, ,"2,483.00",Health,:,:,:,:, 
2016-17,Mothercare PLC,:,"2,446,940","122,347.00","20,391.17",No costs deducted from proceeds,0,0,0,0,0,0, ,"101,955.83",Donated, Donations made quarterly to charity,"101,955.83",Environment,:,:,:,:,
2016-17,MP Moran & Sons Limited,:,"8,574",429,72,No costs deducted from proceeds,0,0,0,0,0,0, ,357,Donated, ,357,Health,:,:,:,:, 
2016-17,Newcastle University,:,99,4.95,0.82,No costs deducted from proceeds,0,0,0,0,0,0, ,4.13,Donated, ,4,Education,:,:,:,:,
2016-17,Next retail Ltd,:,"24,311,036","1,215,551.80","202,591.98",No costs deducted from proceeds,0,0,0,0,0,0, ,"1,012,959.83",Donated, ,"1,012,959.00","Charity/Voluntary,Local causes chosen by customers or staff",:,:,:,:,
2016-17,Nike Retail UK (a UK establishment of Nike Retail B.V.),:,"1,255,756","58,350.18","11,014.35",No costs deducted from proceeds,0,0,0,0,0,0, ,"47,335.83",Donated, ,"47,335.00",Charity/Voluntary,:,:,:,:, 
2016-17,Nirvana Spa & Leisure Ltd,:,"1,544",77.2,12.87,No costs deducted from proceeds,0,0,0,0,0,0, ,64.33,Donated, ,0, : ,:,:,:,:, 
2016-17,Nisbets Plc,:,"101,521","5,076.05","1,015.21",No costs deducted from proceeds,0,0,0,0,0,0, ,"4,060.84",Donated, ,"4,061.00","Charity/Voluntary,Local causes chosen by customers or staff",:,:,:,:, 
2016-17,Norwich Tourist Information Centre,:,185,9.25,1.54,No costs deducted from proceeds,0,0,0,0,0,0, ,7.71,Donated, ,9,Charity/Voluntary,:,:,:,:,
2016-17,Notcutts Limited,:,"115,996","5,975.00","1,157.00",No costs deducted from proceeds,0,0,0,0,0,0, ,"4,818.00",Donated, ,"4,818.00",Local causes chosen by customers or staff,:,:,:,:, 
2016-17,Nottinghamshire County Council,:,703,35.15,5.86,No costs deducted from proceeds,0,0,0,0,0,0,,29.29,Put to other uses ,,0,Environment,:,:,:,:,
2016-17,Ocado Retail Limited,:,"128,388,732","6,419,439.00","1,069,907.00",No costs deducted from proceeds,0,0,0,0,0,0, ,"5,349,532.00","Donated,Put to other uses (supply details below)"," Ocado has a bag buy back scheme, financially incentivising customers to return their bags for recycling. We use a large majority of the proceeds from the charge to fund this scheme as we believe it supports the legislation in removing bags from becoming litter.",0, : ,:,:,:,:,All proceeds from this legislation are going towards helping to reduce litter and waste and incentivise recycling.
2016-17,One Stop Stores Ltd,:,"19,145,859","957,578.70","158,911.00","56,460.00",0,0,0,0,"56,460.00",0, ,"742,207.70","Donated,Retained by your company / organisation", ,"478,608.00",Local causes chosen by customers or staff,:,"2,778,720",:,:,"Groundwork UK are paid administration fees for help with the Carriers For Causes' website and for allocating charity awards.

Not all proceeds have yet been allocated to causes but we attempt to each quarter dependent on responses."
2016-17,Oxford University Press,:,"1,872",93.6,18.72,No costs deducted from proceeds,0,0,0,0,0,0, ,74.88,Donated, ,74,"Charity/Voluntary,Local causes chosen by customers or staff",:,:,:,:, We have not recorded the number of paper bags given out.  It would be 1000s.  
2016-17,Paultons Park Ltd,:,"90,871","4,543.55",757.26,No costs deducted from proceeds,0,0,0,0,0,0, ,"3,786.29",Donated, ,"3,786.00",Local causes chosen by customers or staff,:,:,:,:,
2016-17,PCT Healthcare Ltd,:,"6,038",301.9,60.38,No costs deducted from proceeds,0,0,0,0,0,0, ,241.52,Donated, ,242,"Charity/Voluntary,Local causes chosen by customers or staff",:,:,:,:, 
2016-17,Petrogas Group UK Ltd,:,"170,943","8,547.15","1,424.52",No costs deducted from proceeds,0,0,0,0,0,0, ,"7,122.63",Donated, ,0, : ,:,:,:,:,
2016-17,Pets at Home Limited,:,"1,948,371","97,401.86","16,444.31",No costs deducted from proceeds,0,0,0,0,0,0, ,"80,957.55",Donated, ,0, : ,:,:,:,:, 
2016-17,PGL Travel Ltd,:,"59,860","2,993.00",591.05,No costs deducted from proceeds,0,0,0,0,0,0, ,"2,401.95",Donated, ,"2,504.00",Charity/Voluntary,:,:,:,:, Donation to NSPCC includes proceeds from Welsh and Scottish bag sales.
2016-17,Picsolve International Ltd,:,"123,236","6,161.80","1,232.36",No costs deducted from proceeds,0,0,0,0,0,0,,"4,929.44",Partly donated,,"3,888.96", : ,:,:,:,:,
2016-17,Plymouth City Museum,:,93,4.65,0.78,No costs deducted from proceeds,0,0,0,0,0,0, ,3.87,Donated, ,3,Environment,93,:,:,:, 
2016-17,Portmeirion Group UK Limited,:,"35,077","1,770.00",336,No costs deducted from proceeds,0,0,0,0,0,0, ,"1,434.00",Donated, ,0, : ,:,:,:,:, 
2016-17,Post Office Limited,:,"3,039",151.95,25.33,No costs deducted from proceeds,0,0,0,0,0,0,,126.62,Donated, ,152,Environment,"3,039",:,:,:, Donated to Kew Gardens
2016-17,Potters Leisure Ltd,:,"7,181",359.05,59.84,No costs deducted from proceeds,0,0,0,0,0,0, ,299.21,Donated,£299.21 Given to the Potters Friends Foundation Charity for local causes,299,Local causes chosen by customers or staff,:,:,:,:,
2016-17,Poundland Limited ,:,"41,777,052","2,088,852.60","348,142.10","460,036.06",0,0,0,0,0,"460,036.06"," Incremental costs to serve, additional cash handling costs, additional cash collections and change drops, additional card charges.","1,280,674.44",Donated, ,"1,280,674.00",Charity/Voluntary,:,"21,464,906",:,:, 
2016-17,Poundstretcher Ltd,:,"6,023,660","301,183.00","50,194.34","1,000.00",0,0,0,0,0,"1,000.00",,"249,988.66",Retained by company,,0,,:,:,:,:,
2016-17,Poundworld Retail Limited,:,"14,618,466","731,427.00","146,230.00",No costs deducted from proceeds,0,0,0,0,0,0, ,"585,197.00","Donated,Retained by your company / organisation", ,0, : ,:,:,:,:,The company is reviewing its charity partnerships for the year and the amounts to be passed on and to which charities are still to be finalised.
2016-17,QD Commercial Group Holdings Limited,:,"1,003,880","60,233.64","10,038.94","24,495.00",0,0,0,0,0,"24,495.00",,"25,699.70",Donated,,:, : ,:,:,:,:,
2016-17,Quality Save,:,"1,300,992","65,049.60","13,009.92","25,122.40","2,200.00","2,500.00","2,400.00",0,"1,760.00","16,262.40", Cost price of carrier bags issued,"26,917.28",Retained by your company / organisation,£2017.54 donated to various local causes,"2,017.00","Charity/Voluntary,Local causes chosen by customers or staff",:,:,:,:,
2016-17,QVC,:,"33,896","1,694.80",282.47,No costs deducted from proceeds,0,0,0,0,0,0,,"1,412.33",Donated,,0,"Health,Charity/Voluntary,Local causes chosen by customers or staff",:,:,:,:," All proceeds are split between the 4 chosen company charities at the end of the year
Breast Cancer Care, Crohn's and Colitis UK, Zoe's Place Baby Hospice and R Charity - Local Hospice"
2016-17,Ragdale Hall (1990) Limited,:,866,43.3,7.22,No costs deducted from proceeds,0,0,0,0,0,0, ,36.08,Retained by your company / organisation, ,0,,"16,500",:,:,:, 
2016-17,Red 5 (Retail) Limited,:,"109,695","5,463.34",907.06,No costs deducted from proceeds,0,0,0,0,0,0, ,"4,556.28",Donated, ,0, : ,:,:,:,:, 
2016-17,Richer Sounds Ltd,:,"5,268",324.8,62.55,No costs deducted from proceeds,0,0,0,0,0,0, ,262.25,Donated, ,262,Charity/Voluntary,:,:,:,:, 
2016-17,Ringtons Limited,:,133,6.65,1.1,No costs deducted from proceeds,0,0,0,0,0,0, ,5.55,Donated, ,0, : ,:,:,:,:, 
2016-17,River Island Clothing Co Ltd,:,"7,607,504","380,375.20","63,395.87",No costs deducted from proceeds,0,0,0,0,0,0, ,"316,979.33",Donated, ,0, : ,:,:,:,:, 
2016-17,Robert Dyas Holdings Limited,:,"1,505,440","75,272.00","12,545.00",No costs deducted from proceeds,0,0,0,0,0,0, ,"62,727.00",Donated, ,"62,727.00",Charity/Voluntary,:,:,:,:, 
2016-17,Rochester Castle,:,365,18.25,3.04,No costs deducted from proceeds,0,0,0,0,0,0, ,15.21,Donated, ,15,Local causes chosen by customers or staff,:,:,:,:, 
2016-17,Roman Originals plc,:,"491,760","24,588.00","4,098.00",No costs deducted from proceeds,0,0,0,0,0,0, ,"20,490.00",Donated, Given to local charities,"20,490.00","Charity/Voluntary,Local causes chosen by customers or staff",:,:,:,:,
2016-17,Roys (Wroxham) Limited,:,"618,270","30,913.50","5,152.25",No costs deducted from proceeds,0,0,0,0,0,0, ,"25,761.25",Donated, ,"32,270.40",Local causes chosen by customers or staff,:,:,:,:,"Donations were £21,270.40 to the East Anglian Air Ambulance with £11,000.00 being made to Nelsons Journey.  The reason for higher donation is down to timing of when donation is made. "
2016-17,Ryman Limited,:,"1,317,111","65,856.00","10,976.00",No costs deducted from proceeds,0,0,0,0,0,0, ,"54,880.00",Donated, ,"54,880.00",Charity/Voluntary,:,:,:,:, 
2016-17,Sainsbury's,:,"51,762,560","2,588,128.00","431,355.00",No costs deducted from proceeds,0,0,0,0,0,0, ,"2,156,773.00",Donated, ,"2,156,773.00",Local causes chosen by customers or staff,:,:,:,:, 
2016-17,Sally Salon Services Ltd,:,"347,756","17,387.80","3,416.81",No costs deducted from proceeds,0,0,0,0,0,0, ,"13,970.99",Donated, ,"13,971.00",Local causes chosen by customers or staff,:,:,:,:,"Three charities in England were given an equal split of the proceeds 							
Norhtern Region, 		The Lancashire Wildlife Trust   https://www.lancswt.org.uk/donate					
Central Region 		Essex Wildlife Trust http://www.essexwt.org.uk/					
Southern Region 		The Living Rainforest - https://www.livingrainforest.org/charity/					
"
2016-17,Savers Health & Beauty Limited,:,"11,234,032","561,700.00","93,309.00",No costs deducted from proceeds,0,0,0,0,0,0, ,"468,391.00",Donated, ,"468,391.00",Health,:,:,:,:, 
2016-17,Sayers The Bakers Limited,:,"1,439,920","71,996.00","11,999.33",No costs deducted from proceeds,0,0,0,0,0,0, ,"59,996.67",Donated, Charities are currently being selected by our employees and monies will be then be distributed,"59,997.00","Charity/Voluntary,Local causes chosen by customers or staff",:,:,:,:, 
2016-17,Scottish Midland Co-operative Society Ltd,:,"264,734","13,236.00","2,698.00",No costs deducted from proceeds,0,0,0,0,0,0, ,"10,538.00",Donated, ,0, : ,:,:,:,:,The proceeds from carrier bag sales go to company's community grant scheme and charity of the year initiatives
2016-17,Semi Chem,:,"35,589","1,779.00",356,No costs deducted from proceeds,0,0,0,0,0,0, ,"1,423.00",Donated, The proceeds from our carrier bags sales go to our Community grant scheme and Charity of the Year initiatives,0, : ,:,:,:,:, 
2016-17,Shearings Hotels Ltd,:,41,2.05,0.34,No costs deducted from proceeds,0,0,0,0,0,0, ,1.71,Retained by your company / organisation, ,0,,:,:,:,:, 
2016-17,Skechers USA LTD,:,"276,234","13,811.70","2,301.95",No costs deducted from proceeds,0,0,0,0,0,0, ,"11,509.75",Donated, ,0, : ,:,:,:,:,
2016-17,SMG UK Ltd First Direct Arena,:,"8,588",429.4,71.57,No costs deducted from proceeds,0,0,0,0,0,0, ,357.83,Donated, ,358,"Charity/Voluntary, Local causes chosen by customers or staff",:,:,:,:, Donation made to RNLI
2016-17,Smyths Toys UK Limited,:,"1,944,987","97,249.00","16,208.00",No costs deducted from proceeds,0,0,0,0,0,0, ,"81,041.00",Donated, ,"81,041.00","Health,Charity/Voluntary",:,:,:,:," Charity Names: Acorn's Hospice
Little Haven's Hospice
Ickle Pickles
Birmingham Children's Hospital
Histio UK
Zoe's Place
Alder Hey Children's Charity
Royal Manchester Children's Hospital
Jessops hospital, special care baby unit
Leicester Royal Infirmary New Natal Unit"
2016-17,Snappy Snaps,:,"1,404",70.2,11.7,No costs deducted from proceeds,0,0,0,0,0,0,,58.5,Donated,,58.5,Charity/Voluntary,:,:,:,:,
2016-17,Sodexo Ltd,:,"618,538","31,344.93","5,224.15",No costs deducted from proceeds,0,0,0,0,0,0, ,"26,120.78",Donated, ,0, : ,:,:,:,:, 
2016-17,South Tyneside Council,:,487,24.35,4.06,No costs deducted from proceeds,0,0,0,0,0,0, ,20.29,Donated, ,20,Charity/Voluntary,:,:,:,:,
2016-17,Southampton City Council,:,"1,046",52.3,8.79,No costs deducted from proceeds,0,0,0,0,0,0, ,43.51,Donated, ,44,Charity/Voluntary,:,:,:,:, 
2016-17,Southbank Centre,:,"12,010",588.37,98.06,No costs deducted from proceeds,0,0,0,0,0,0, ,490.31,Retained by your company / organisation, ,490,"Arts,Education,Heritage,Charity/Voluntary",:,:,:,:,Net proceeds retained by Southbank Centre in order to support its core charitable purposes
2016-17,Sportswift Ltd T/A Card Factory,:,"11,430,140","571,507.00","95,251.00",No costs deducted from proceeds,0,0,0,0,0,0,,"476,256.00",Donated,,"476,256.00",Charity/Voluntary,:,:,:,:,
2016-17,SSP UK Limited,:,"10,664,100","533,205.00","88,867.50",No costs deducted from proceeds,0,0,0,0,0,0, ,"444,337.50",Donated, ,"444,338.00",Charity/Voluntary,"10,664,100",:,:,:, Net proceeds donated to charity
2016-17,St Peter's Hospice,:,"139,385","6,969.25","1,161.55",No costs deducted from proceeds,0,0,0,0,0,0, ,"5,807.70",Retained by your company / organisation, ,0,,:,:,:,:, Retained as we are a charity
2016-17,Stanley Black and Decker,:,"5,546",277.3,46.22,No costs deducted from proceeds,0,0,0,0,0,0, ,231.08,Donated, ,231.08,Charity/Voluntary,:,:,:,:, The total are for 3 factory stores in England.
2016-17,Sue Ryder,:,"1,006,555","103,878.47","17,313.08",No costs deducted from proceeds,0,0,0,0,0,0, ,"86,565.39",Donated, ,"86,565.00","Health,Charity/Voluntary",:,:,:,:, The net proceeds were donated to Sue Ryder (registered charity 1052076) towards the provision of health and social care services.
2016-17,SUK Retail Ltd,:,"275,825","13,791.25","2,298.54",No costs deducted from proceeds,0,0,0,0,0,0, ,"11,492.71",Donated, ,"11,493.00",Local causes chosen by customers or staff,:,:,:,:, 
2016-17,Superdrug Stores plc,:,"10,796,559","539,690.00","89,610.00",No costs deducted from proceeds,0,0,0,0,0,0, ,"450,080.00",Donated, ,"450,080.00",Health,:,:,:,:, 
2016-17,Tate Bros. Ltd,:,"60,244","3,012.20",602.44,No costs deducted from proceeds,0,0,0,0,0,0, ,"2,409.76","Donated,Retained by your company / organisation", ,0, : ,:,:,:,:,
2016-17,Tesco Stores Ltd,:,"637,181,382","31,859,069.10","5,309,844.85","3,401,740.67",0,0,"51,131.38",0,"3,350,609.29",0, ,"23,147,483.58",Donated, ,"23,147,484.00",Local causes chosen by customers or staff,:,:,:,:,"Tesco distributes the money raised from the carrier bag charge through its Bags of Help scheme. Launched in 2015, the national scheme invites local community groups to apply for funding for local projects. To date, we've given over £28 million to more than 4000 local community  projects, which range from installing new school playground equipment and improving local parks to creating new community gardens and restoring local heritage sites. These projects are chosen by our customers in- store.  We receive expert support from the community charity, Groundwork, who administer the scheme."
